ticker,ex_div_date,dividend_amount,entry_date,entry_type,entry_price,exit_date,exit_price,holding_days,entry_vix,exit_vix,entry_zscore,entry_premium_discount,gross_return_bps,bid_ask_cost_bps,borrow_fee_bps,net_return_bps,won,regime,regime_calm,regime_stressed
GOF,2023-02-14,0.182,2023-02-13,t_minus_1_close,17.3,2023-03-14,16.42,20,20.34,23.73,2.3037052938532305,31.85975143263763,508.67,24.86,23.01,460.8,True,Stressed (>20),False,True
GOF,2023-02-14,0.182,2023-02-14,ex_div_open,17.04,2023-02-22,16.69,5,18.91,22.29,2.270605986188409,31.863873431120965,205.4,25.23,5.75,174.41,True,Normal (15-20),False,False
GOF,2023-02-14,0.182,2023-02-14,ex_div_open,17.04,2023-03-01,17.0,10,18.91,20.58,2.270605986188409,31.863873431120965,23.47,25.23,11.51,-13.27,False,Normal (15-20),False,False
GOF,2023-02-14,0.182,2023-02-14,ex_div_open,17.04,2023-03-08,17.05,15,18.91,19.11,2.270605986188409,31.863873431120965,-5.87,25.23,17.26,-48.36,False,Normal (15-20),False,False
GOF,2023-02-14,0.182,2023-02-14,ex_div_open,17.04,2023-03-15,15.85,20,18.91,26.14,2.270605986188409,31.863873431120965,698.36,25.23,23.01,650.11,True,Normal (15-20),False,False
GOF,2023-02-14,0.182,2023-02-14,ex_div_close,17.05,2023-02-22,16.69,5,18.91,22.29,2.270605986188409,31.863873431120965,211.14,25.22,5.75,180.17,True,Normal (15-20),False,False
GOF,2023-02-14,0.182,2023-02-14,ex_div_close,17.05,2023-03-01,17.0,10,18.91,20.58,2.270605986188409,31.863873431120965,29.33,25.22,11.51,-7.4,False,Normal (15-20),False,False
GOF,2023-02-14,0.182,2023-02-14,ex_div_close,17.05,2023-03-08,17.05,15,18.91,19.11,2.270605986188409,31.863873431120965,0.0,25.22,17.26,-42.48,False,Normal (15-20),False,False
GOF,2023-02-14,0.182,2023-02-14,ex_div_close,17.05,2023-03-15,15.85,20,18.91,26.14,2.270605986188409,31.863873431120965,703.81,25.22,23.01,655.58,True,Normal (15-20),False,False
GOF,2023-03-14,0.182,2023-03-13,t_minus_1_close,16.33,2023-03-20,15.56,5,26.52,24.15,1.101121885604899,29.090912380622964,471.52,26.33,5.75,439.44,True,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-13,t_minus_1_close,16.33,2023-03-27,15.9,10,26.52,20.6,1.101121885604899,29.090912380622964,263.32,26.33,11.51,225.48,True,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-13,t_minus_1_close,16.33,2023-04-03,16.3,15,26.52,18.55,1.101121885604899,29.090912380622964,18.37,26.33,17.26,-25.22,False,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-13,t_minus_1_close,16.33,2023-04-11,16.42,20,26.52,19.1,1.101121885604899,29.090912380622964,-55.11,26.33,23.01,-104.46,False,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_open,16.38,2023-03-21,15.6,5,23.73,21.38,1.6556502496587993,31.360000610351562,476.19,26.25,5.75,444.18,True,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_open,16.38,2023-03-28,15.88,10,23.73,19.97,1.6556502496587993,31.360000610351562,305.25,26.25,11.51,267.49,True,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_open,16.38,2023-04-04,16.4,15,23.73,19.0,1.6556502496587993,31.360000610351562,-12.21,26.25,17.26,-55.72,False,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_open,16.38,2023-04-12,16.28,20,23.73,19.09,1.6556502496587993,31.360000610351562,61.05,26.25,23.01,11.78,True,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_close,16.42,2023-03-21,15.6,5,23.73,21.38,1.6556502496587993,31.360000610351562,499.39,26.19,5.75,467.45,True,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_close,16.42,2023-03-28,15.88,10,23.73,19.97,1.6556502496587993,31.360000610351562,328.87,26.19,11.51,291.17,True,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_close,16.42,2023-04-04,16.4,15,23.73,19.0,1.6556502496587993,31.360000610351562,12.18,26.19,17.26,-31.27,False,Stressed (>20),False,True
GOF,2023-03-14,0.182,2023-03-14,ex_div_close,16.42,2023-04-12,16.28,20,23.73,19.09,1.6556502496587993,31.360000610351562,85.26,26.19,23.01,36.06,True,Stressed (>20),False,True
GOF,2023-04-13,0.182,2023-04-12,t_minus_1_close,16.28,2023-04-19,16.24,5,19.09,16.46,0.6010821415420131,27.28694867241302,24.57,26.41,5.75,-7.6,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-12,t_minus_1_close,16.28,2023-04-26,16.44,10,19.09,18.84,0.6010821415420131,27.28694867241302,-98.28,26.41,11.51,-136.2,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-12,t_minus_1_close,16.28,2023-05-03,16.23,15,19.09,18.34,0.6010821415420131,27.28694867241302,30.71,26.41,17.26,-12.96,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-12,t_minus_1_close,16.28,2023-05-10,16.08,20,19.09,16.94,0.6010821415420131,27.28694867241302,122.85,26.41,23.01,73.42,True,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_open,16.15,2023-04-20,16.13,5,17.8,17.17,0.7273337696692481,27.790967881261132,12.38,26.63,5.75,-19.99,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_open,16.15,2023-04-27,16.43,10,17.8,17.03,0.7273337696692481,27.790967881261132,-173.38,26.63,11.51,-211.51,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_open,16.15,2023-05-04,16.19,15,17.8,20.09,0.7273337696692481,27.790967881261132,-24.77,26.63,17.26,-68.65,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_open,16.15,2023-05-11,16.17,20,17.8,16.93,0.7273337696692481,27.790967881261132,-12.38,26.63,23.01,-62.02,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_close,16.14,2023-04-20,16.13,5,17.8,17.17,0.7273337696692481,27.790967881261132,6.2,26.64,5.75,-26.2,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_close,16.14,2023-04-27,16.43,10,17.8,17.03,0.7273337696692481,27.790967881261132,-179.68,26.64,11.51,-217.83,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_close,16.14,2023-05-04,16.19,15,17.8,20.09,0.7273337696692481,27.790967881261132,-30.98,26.64,17.26,-74.88,False,Normal (15-20),False,False
GOF,2023-04-13,0.182,2023-04-13,ex_div_close,16.14,2023-05-11,16.17,20,17.8,16.93,0.7273337696692481,27.790967881261132,-18.59,26.64,23.01,-68.24,False,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-11,t_minus_1_close,16.17,2023-05-18,15.75,5,16.93,16.05,0.7598569153539271,28.23156634847018,259.74,26.59,5.75,227.39,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-11,t_minus_1_close,16.17,2023-05-25,15.2,10,16.93,19.14,0.7598569153539271,28.23156634847018,599.88,26.59,11.51,561.78,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-11,t_minus_1_close,16.17,2023-06-02,15.94,15,16.93,14.6,0.7598569153539271,28.23156634847018,142.24,26.59,17.26,98.39,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-11,t_minus_1_close,16.17,2023-06-09,15.85,20,16.93,13.83,0.7598569153539271,28.23156634847018,197.9,26.59,23.01,148.29,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_open,15.99,2023-05-19,15.67,5,17.03,16.81,0.7528052365577922,28.203062393508926,200.12,26.89,5.75,167.48,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_open,15.99,2023-05-26,15.48,10,17.03,17.95,0.7528052365577922,28.203062393508926,318.95,26.89,11.51,280.55,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_open,15.99,2023-06-05,16.01,15,17.03,14.73,0.7528052365577922,28.203062393508926,-12.51,26.89,17.26,-56.66,False,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_open,15.99,2023-06-12,15.85,20,17.03,15.01,0.7528052365577922,28.203062393508926,87.55,26.89,23.01,37.65,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_close,15.91,2023-05-19,15.67,5,17.03,16.81,0.7528052365577922,28.203062393508926,150.85,27.03,5.75,118.07,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_close,15.91,2023-05-26,15.48,10,17.03,17.95,0.7528052365577922,28.203062393508926,270.27,27.03,11.51,231.74,True,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_close,15.91,2023-06-05,16.01,15,17.03,14.73,0.7528052365577922,28.203062393508926,-62.85,27.03,17.26,-107.14,False,Normal (15-20),False,False
GOF,2023-05-12,0.182,2023-05-12,ex_div_close,15.91,2023-06-12,15.85,20,17.03,15.01,0.7528052365577922,28.203062393508926,37.71,27.03,23.01,-12.33,False,Normal (15-20),False,False
GOF,2023-06-14,0.182,2023-06-13,t_minus_1_close,15.85,2023-06-21,15.64,5,14.61,13.2,0.44021368465370214,27.207065272424412,132.49,27.13,5.75,99.61,True,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-13,t_minus_1_close,15.85,2023-06-28,15.94,10,14.61,13.43,0.44021368465370214,27.207065272424412,-56.78,27.13,11.51,-95.42,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-13,t_minus_1_close,15.85,2023-07-06,15.91,15,14.61,15.44,0.44021368465370214,27.207065272424412,-37.85,27.13,17.26,-82.24,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-13,t_minus_1_close,15.85,2023-07-13,15.97,20,14.61,13.61,0.44021368465370214,27.207065272424412,-75.71,27.13,23.01,-125.85,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_open,15.69,2023-06-22,15.56,5,13.88,12.91,0.5099083405127185,27.502035190659985,82.85,27.41,5.75,49.7,True,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_open,15.69,2023-06-29,15.86,10,13.88,13.54,0.5099083405127185,27.502035190659985,-108.35,27.41,11.51,-147.26,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_open,15.69,2023-07-07,15.96,15,13.88,14.83,0.5099083405127185,27.502035190659985,-172.08,27.41,17.26,-216.75,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_open,15.69,2023-07-14,15.88,20,13.88,13.34,0.5099083405127185,27.502035190659985,-121.1,27.41,23.01,-171.52,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_close,15.67,2023-06-22,15.56,5,13.88,12.91,0.5099083405127185,27.502035190659985,70.2,27.44,5.75,37.0,True,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_close,15.67,2023-06-29,15.86,10,13.88,13.54,0.5099083405127185,27.502035190659985,-121.25,27.44,11.51,-160.2,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_close,15.67,2023-07-07,15.96,15,13.88,14.83,0.5099083405127185,27.502035190659985,-185.07,27.44,17.26,-229.77,False,Calm (<15),True,False
GOF,2023-06-14,0.182,2023-06-14,ex_div_close,15.67,2023-07-14,15.88,20,13.88,13.34,0.5099083405127185,27.502035190659985,-134.01,27.44,23.01,-184.47,False,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-12,t_minus_1_close,16.28,2023-07-19,15.96,5,13.54,13.76,1.234479105542923,30.448728235515993,196.56,26.41,5.75,164.39,True,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-12,t_minus_1_close,16.28,2023-07-26,15.97,10,13.54,13.19,1.234479105542923,30.448728235515993,190.42,26.41,11.51,152.5,True,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-12,t_minus_1_close,16.28,2023-08-02,15.95,15,13.54,16.09,1.234479105542923,30.448728235515993,202.7,26.41,17.26,159.03,True,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-12,t_minus_1_close,16.28,2023-08-09,16.14,20,13.54,15.96,1.234479105542923,30.448728235515993,86.0,26.41,23.01,36.57,True,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_open,16.05,2023-07-20,15.97,5,13.61,13.99,0.9018415102290034,29.31173905865321,49.84,26.79,5.75,17.3,True,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_open,16.05,2023-07-27,15.93,10,13.61,14.41,0.9018415102290034,29.31173905865321,74.77,26.79,11.51,36.47,True,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_open,16.05,2023-08-03,15.94,15,13.61,15.92,0.9018415102290034,29.31173905865321,68.54,26.79,17.26,24.48,True,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_open,16.05,2023-08-10,16.12,20,13.61,15.85,0.9018415102290034,29.31173905865321,-43.61,26.79,23.01,-93.42,False,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_close,15.97,2023-07-20,15.97,5,13.61,13.99,0.9018415102290034,29.31173905865321,0.0,26.93,5.75,-32.68,False,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_close,15.97,2023-07-27,15.93,10,13.61,14.41,0.9018415102290034,29.31173905865321,25.05,26.93,11.51,-13.39,False,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_close,15.97,2023-08-03,15.94,15,13.61,15.92,0.9018415102290034,29.31173905865321,18.79,26.93,17.26,-25.4,False,Calm (<15),True,False
GOF,2023-07-13,0.182,2023-07-13,ex_div_close,15.97,2023-08-10,16.12,20,13.61,15.85,0.9018415102290034,29.31173905865321,-93.93,26.93,23.01,-143.87,False,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-11,t_minus_1_close,16.11,2023-08-18,15.74,5,14.84,17.3,1.057833591846732,30.024214398295797,229.67,26.69,5.75,197.23,True,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-11,t_minus_1_close,16.11,2023-08-25,15.85,10,14.84,15.68,1.057833591846732,30.024214398295797,161.39,26.69,11.51,123.19,True,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-11,t_minus_1_close,16.11,2023-09-01,15.65,15,14.84,13.09,1.057833591846732,30.024214398295797,285.54,26.69,17.26,241.59,True,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-11,t_minus_1_close,16.11,2023-09-11,15.96,20,14.84,13.8,1.057833591846732,30.024214398295797,93.11,26.69,23.01,43.41,True,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_open,15.83,2023-08-21,15.78,5,14.82,17.13,1.170037442723129,30.384930602424582,31.59,27.16,5.75,-1.33,False,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_open,15.83,2023-08-28,15.92,10,14.82,15.08,1.170037442723129,30.384930602424582,-56.85,27.16,11.51,-95.52,False,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_open,15.83,2023-09-05,15.88,15,14.82,14.01,1.170037442723129,30.384930602424582,-31.59,27.16,17.26,-76.01,False,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_open,15.83,2023-09-12,15.85,20,14.82,14.23,1.170037442723129,30.384930602424582,-12.63,27.16,23.01,-62.81,False,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_close,15.92,2023-08-21,15.78,5,14.82,17.13,1.170037442723129,30.384930602424582,87.94,27.01,5.75,55.18,True,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_close,15.92,2023-08-28,15.92,10,14.82,15.08,1.170037442723129,30.384930602424582,0.0,27.01,11.51,-38.52,False,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_close,15.92,2023-09-05,15.88,15,14.82,14.01,1.170037442723129,30.384930602424582,25.13,27.01,17.26,-19.14,False,Calm (<15),True,False
GOF,2023-08-14,0.182,2023-08-14,ex_div_close,15.92,2023-09-12,15.85,20,14.82,14.23,1.170037442723129,30.384930602424582,43.97,27.01,23.01,-6.05,False,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-13,t_minus_1_close,15.81,2023-09-20,15.51,5,13.48,15.14,0.44278154845387774,28.432167999137896,189.75,27.2,5.75,156.8,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-13,t_minus_1_close,15.81,2023-09-27,14.86,10,13.48,18.22,0.44278154845387774,28.432167999137896,600.89,27.2,11.51,562.18,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-13,t_minus_1_close,15.81,2023-10-04,14.08,15,13.48,18.58,0.44278154845387774,28.432167999137896,1094.24,27.2,17.26,1049.79,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-13,t_minus_1_close,15.81,2023-10-11,14.08,20,13.48,16.09,0.44278154845387774,28.432167999137896,1094.24,27.2,23.01,1044.03,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_open,15.69,2023-09-21,15.33,5,12.82,17.54,0.7493995692846275,29.382722309339304,229.45,27.41,5.75,196.29,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_open,15.69,2023-09-28,14.9,10,12.82,17.34,0.7493995692846275,29.382722309339304,503.51,27.41,11.51,464.59,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_open,15.69,2023-10-05,13.93,15,12.82,18.49,0.7493995692846275,29.382722309339304,1121.73,27.41,17.26,1077.07,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_open,15.69,2023-10-12,13.76,20,12.82,16.69,0.7493995692846275,29.382722309339304,1230.08,27.41,23.01,1179.66,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_close,15.72,2023-09-21,15.33,5,12.82,17.54,0.7493995692846275,29.382722309339304,248.09,27.35,5.75,214.98,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_close,15.72,2023-09-28,14.9,10,12.82,17.34,0.7493995692846275,29.382722309339304,521.63,27.35,11.51,482.77,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_close,15.72,2023-10-05,13.93,15,12.82,18.49,0.7493995692846275,29.382722309339304,1138.68,27.35,17.26,1094.06,True,Calm (<15),True,False
GOF,2023-09-14,0.182,2023-09-14,ex_div_close,15.72,2023-10-12,13.76,20,12.82,16.69,0.7493995692846275,29.382722309339304,1246.82,27.35,23.01,1196.45,True,Calm (<15),True,False
GOF,2023-10-12,0.182,2023-10-11,t_minus_1_close,14.08,2023-10-18,11.55,5,16.09,19.22,-2.840836243283166,17.529219212955958,1796.87,30.54,5.75,1760.58,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-11,t_minus_1_close,14.08,2023-10-25,11.65,10,16.09,20.19,-2.840836243283166,17.529219212955958,1725.85,30.54,11.51,1683.81,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-11,t_minus_1_close,14.08,2023-11-01,12.91,15,16.09,16.87,-2.840836243283166,17.529219212955958,830.97,30.54,17.26,783.17,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-11,t_minus_1_close,14.08,2023-11-08,13.32,20,16.09,14.45,-2.840836243283166,17.529219212955958,539.77,30.54,23.01,486.22,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_open,13.93,2023-10-19,12.19,5,16.69,21.4,-2.8897694883359994,17.20613711367457,1249.1,30.87,5.75,1212.48,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_open,13.93,2023-10-26,11.48,10,16.69,20.68,-2.8897694883359994,17.20613711367457,1758.79,30.87,11.51,1716.42,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_open,13.93,2023-11-02,13.35,15,16.69,15.66,-2.8897694883359994,17.20613711367457,416.37,30.87,17.26,368.24,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_open,13.93,2023-11-09,13.0,20,16.69,15.29,-2.8897694883359994,17.20613711367457,667.62,30.87,23.01,613.74,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_close,13.76,2023-10-19,12.19,5,16.69,21.4,-2.8897694883359994,17.20613711367457,1140.99,31.25,5.75,1103.99,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_close,13.76,2023-10-26,11.48,10,16.69,20.68,-2.8897694883359994,17.20613711367457,1656.98,31.25,11.51,1614.22,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_close,13.76,2023-11-02,13.35,15,16.69,15.66,-2.8897694883359994,17.20613711367457,297.97,31.25,17.26,249.45,True,Normal (15-20),False,False
GOF,2023-10-12,0.182,2023-10-12,ex_div_close,13.76,2023-11-09,13.0,20,16.69,15.29,-2.8897694883359994,17.20613711367457,552.33,31.25,23.01,498.06,True,Normal (15-20),False,False
GOF,2023-11-14,0.182,2023-11-13,t_minus_1_close,12.62,2023-11-20,13.07,5,14.76,13.41,-2.7884686445486224,6.050422605960834,-356.58,34.07,5.75,-396.4,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-13,t_minus_1_close,12.62,2023-11-28,13.14,10,14.76,12.69,-2.7884686445486224,6.050422605960834,-412.04,34.07,11.51,-457.62,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-13,t_minus_1_close,12.62,2023-12-05,13.51,15,14.76,12.85,-2.7884686445486224,6.050422605960834,-705.23,34.07,17.26,-756.56,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-13,t_minus_1_close,12.62,2023-12-12,13.6,20,14.76,12.07,-2.7884686445486224,6.050422605960834,-776.55,34.07,23.01,-833.63,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_open,12.65,2023-11-21,13.01,5,14.16,13.35,-2.2179571760089374,9.797295882285662,-284.59,33.99,5.75,-324.33,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_open,12.65,2023-11-29,13.27,10,14.16,12.98,-2.2179571760089374,9.797295882285662,-490.12,33.99,11.51,-535.62,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_open,12.65,2023-12-06,13.56,15,14.16,12.97,-2.2179571760089374,9.797295882285662,-719.37,33.99,17.26,-770.62,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_open,12.65,2023-12-13,13.61,20,14.16,12.19,-2.2179571760089374,9.797295882285662,-758.89,33.99,23.01,-815.9,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_close,13.0,2023-11-21,13.01,5,14.16,13.35,-2.2179571760089374,9.797295882285662,-7.69,33.08,5.75,-46.52,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_close,13.0,2023-11-29,13.27,10,14.16,12.98,-2.2179571760089374,9.797295882285662,-207.69,33.08,11.51,-252.28,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_close,13.0,2023-12-06,13.56,15,14.16,12.97,-2.2179571760089374,9.797295882285662,-430.77,33.08,17.26,-481.11,False,Calm (<15),True,False
GOF,2023-11-14,0.182,2023-11-14,ex_div_close,13.0,2023-12-13,13.61,20,14.16,12.19,-2.2179571760089374,9.797295882285662,-469.23,33.08,23.01,-525.32,False,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-13,t_minus_1_close,13.61,2023-12-20,13.03,5,12.19,13.67,-1.6532046086516419,10.740436931825633,426.16,31.59,5.75,388.81,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-13,t_minus_1_close,13.61,2023-12-28,12.79,10,12.19,12.47,-1.6532046086516419,10.740436931825633,602.5,31.59,11.51,559.4,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-13,t_minus_1_close,13.61,2024-01-05,13.5,15,12.19,13.35,-1.6532046086516419,10.740436931825633,80.82,31.59,17.26,31.97,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-13,t_minus_1_close,13.61,2024-01-12,13.39,20,12.19,12.7,-1.6532046086516419,10.740436931825633,161.65,31.59,23.01,107.04,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_open,13.65,2023-12-21,13.07,5,12.48,13.65,-1.4923446653549532,11.947626892335245,424.91,31.5,5.75,387.65,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_open,13.65,2023-12-29,12.8,10,12.48,12.45,-1.4923446653549532,11.947626892335245,622.71,31.5,11.51,579.7,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_open,13.65,2024-01-08,13.68,15,12.48,13.08,-1.4923446653549532,11.947626892335245,-21.98,31.5,17.26,-70.74,False,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_open,13.65,2024-01-16,13.3,20,12.48,13.84,-1.4923446653549532,11.947626892335245,256.41,31.5,23.01,201.89,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_close,13.68,2023-12-21,13.07,5,12.48,13.65,-1.4923446653549532,11.947626892335245,445.91,31.43,5.75,408.72,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_close,13.68,2023-12-29,12.8,10,12.48,12.45,-1.4923446653549532,11.947626892335245,643.27,31.43,11.51,600.34,True,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_close,13.68,2024-01-08,13.68,15,12.48,13.08,-1.4923446653549532,11.947626892335245,0.0,31.43,17.26,-48.69,False,Calm (<15),True,False
GOF,2023-12-14,0.182,2023-12-14,ex_div_close,13.68,2024-01-16,13.3,20,12.48,13.84,-1.4923446653549532,11.947626892335245,277.78,31.43,23.01,223.33,True,Calm (<15),True,False
GOF,2024-01-11,0.182,2024-01-10,t_minus_1_close,13.69,2024-01-18,13.26,5,12.69,14.13,-1.311555219891915,11.030005394099533,314.1,31.41,5.75,276.93,True,Calm (<15),True,False
GOF,2024-01-11,0.182,2024-01-10,t_minus_1_close,13.69,2024-01-25,13.29,10,12.69,13.45,-1.311555219891915,11.030005394099533,292.18,31.41,11.51,249.27,True,Calm (<15),True,False
GOF,2024-01-11,0.182,2024-01-10,t_minus_1_close,13.69,2024-02-01,13.89,15,12.69,13.88,-1.311555219891915,11.030005394099533,-146.09,31.41,17.26,-194.76,False,Calm (<15),True,False
GOF,2024-01-11,0.182,2024-01-10,t_minus_1_close,13.69,2024-02-08,13.81,20,12.69,12.79,-1.311555219891915,11.030005394099533,-87.66,31.41,23.01,-142.08,False,Calm (<15),True,False
GOF,2024-01-11,0.182,2024-01-11,ex_div_open,13.47,2024-01-19,13.07,5,12.44,13.3,-1.294302880133773,11.092854338591211,296.96,31.92,5.75,259.28,True,Calm (<15),True,False
GOF,2024-01-11,0.182,2024-01-11,ex_div_open,13.47,2024-01-26,13.38,10,12.44,13.26,-1.294302880133773,11.092854338591211,66.82,31.92,11.51,23.39,True,Calm (<15),True,False
